GeneID	TranscriptID	Feature	Contig	Start	Stop	Strand	Name	Product	Alias/Synonyms	EC_number	BUSCO	PFAM	InterPro	EggNog	COG	GO Terms	Secreted	Membrane	Protease	CAZyme	antiSMASH	Notes
H9P43_000668	H9P43_000668-T1	mRNA	c_be_22_1	1825926	1828391	-		hypothetical protein				PF10342	IPR018466 Yeast cell wall synthesis Kre9/Knh1-like, N-terminal									
H9P43_000669	H9P43_000669-T1	mRNA	c_be_22_1	1828607	1831717	-		hypothetical protein				PF00179;PF02342	IPR000608 Ubiquitin-conjugating enzyme E2;IPR001810 F-box domain;IPR003325 TerD domain;IPR016135 Ubiquitin-conjugating enzyme/RWD-like;IPR036047 F-box-like domain superfamily	ENOG503Q5NF	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_000670	H9P43_000670-T1	mRNA	c_be_22_1	1832839	1834536	-	RIT1	tRNA A64-2'-O-ribosylphosphate transferase				PF04179;PF17184	IPR007306 tRNA A64-2'-O-ribosylphosphate transferase;IPR029021 Protein-tyrosine phosphatase-like;IPR033421 Rit1, DUSP-like domain;IPR033449 Rit1, N-terminal domain	ENOG503NVWI	A:(A) RNA processing and modification	GO_function: GO:0043399 - tRNA A64-2'-O-ribosylphosphate transferase activity [Evidence IEA];GO_process: GO:0019988 - charged-tRNA amino acid modification [Evidence IEA]						
H9P43_000671	H9P43_000671-T1	mRNA	c_be_22_1	1834806	1838793	-		hypothetical protein				PF00010	IPR011598 Myc-type, basic helix-loop-helix (bHLH) domain;IPR036638 Helix-loop-helix DNA-binding domain superfamily	ENOG503ADGD	K:(K) Transcription	GO_function: GO:0046983 - protein dimerization activity [Evidence IEA]						
H9P43_000672	H9P43_000672-T1	mRNA	c_be_22_1	1839822	1841205	+		hypothetical protein					IPR011992 EF-hand domain pair;IPR039865 Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma	ENOG503PFWG	A:(A) RNA processing and modification	GO_process: GO:0035303 - regulation of dephosphorylation [Evidence IEA]						
H9P43_000673	H9P43_000673-T1	mRNA	c_be_22_1	1841348	1842819	-	lag1_2	Sphingosine N-acyltransferase lag1		2.3.1.24		PF03798;PF08390	IPR006634 TRAM/LAG1/CLN8 homology domain;IPR013599 TRAM1-like protein;IPR016439 Sphingosine N-acyltransferase Lag1/Lac1-like	ENOG503NYZN	U:(U) Intracellular trafficking, secretion, and vesicular transport	GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0050291 - sphingosine N-acyltransferase activity [Evidence IEA];GO_process: GO:0046513 - ceramide biosynthetic process [Evidence IEA]						
H9P43_000674	H9P43_000674-T1	mRNA	c_be_22_1	1843784	1847172	+	PDE4D	cAMP-specific 3',5'-cyclic phosphodiesterase 4D				PF00233	IPR002073 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain;IPR003607 HD/PDEase domain;IPR023088 3'5'-cyclic nucleotide phosphodiesterase;IPR023174 3'5'-cyclic nucleotide phosphodiesterase, conserved site;IPR036971 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain superfamily	ENOG5038EXP	P:(P) Inorganic ion transport and metabolism	GO_function: GO:0004114 - 3',5'-cyclic-nucleotide phosphodiesterase activity [Evidence IEA];GO_function: GO:0008081 - phosphoric diester hydrolase activity [Evidence IEA];GO_process: GO:0007165 - signal transduction [Evidence IEA]						
H9P43_000675	H9P43_000675-T1	mRNA	c_be_22_1	1847262	1849151	-		hypothetical protein				PF00916;PF01740;PF13466	IPR002645 STAS domain;IPR011547 SLC26A/SulP transporter domain;IPR036513 STAS domain superfamily	ENOG503A2W6	P:(P) Inorganic ion transport and metabolism	GO_component: GO:0016021 - integral component of membrane [Evidence IEA]						
H9P43_000676	H9P43_000676-T1	mRNA	c_be_22_1	1849842	1851168	+	FAA2_2	medium-chain fatty acid-CoA ligase faa2		6.2.1.3		PF00501	IPR000873 AMP-dependent synthetase/ligase;IPR025110 AMP-binding enzyme, C-terminal domain;IPR042099 ANL, N-terminal domain	ENOG503NUAR	I:(I) Lipid transport and metabolism							
H9P43_000677	H9P43_000677-T1	tRNA	c_be_22_1	1851552	1851622	-		tRNA-Gly														
H9P43_000678	H9P43_000678-T1	mRNA	c_be_22_1	1852539	1853861	+		hypothetical protein														
H9P43_000679	H9P43_000679-T1	mRNA	c_be_22_1	1854208	1855332	-		hypothetical protein				PF00656	IPR029030 Caspase-like domain superfamily	ENOG503PCCQ	D:(D) Cell cycle control, cell division, chromosome partitioning;O:(O) Posttranslational modification, protein turnover, chaperones				C14B			
H9P43_000680	H9P43_000680-T1	mRNA	c_be_22_1	1856122	1857708	+	RAM1_2	CAAX farnesyltransferase (FTase) subunit beta		2.5.1.58		PF00432	IPR001330 PFTB repeat;IPR008930 Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid;IPR026872 Protein farnesyltransferase subunit beta;IPR045089 Prenyltransferase subunit beta	ENOG503NU8I	O:(O) Posttranslational modification, protein turnover, chaperones	GO_component: GO:0005965 - protein farnesyltransferase complex [Evidence IEA];GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0008318 - protein prenyltransferase activity [Evidence IEA];GO_process: GO:0018343 - protein farnesylation [Evidence IEA]						
H9P43_000681	H9P43_000681-T1	mRNA	c_be_22_1	1857770	1859494	-		hypothetical protein				PF00856	IPR001214 SET domain;IPR046341 SET domain superfamily	ENOG503PF7G	S:(S) Function unknown	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_000682	H9P43_000682-T1	mRNA	c_be_22_1	1860102	1860901	+	VPS20	Vacuolar protein sorting-associated protein 20				PF03357	IPR005024 Snf7 family	ENOG503P2SD	U:(U) Intracellular trafficking, secretion, and vesicular transport	GO_process: GO:0007034 - vacuolar transport [Evidence IEA]						
H9P43_000683	H9P43_000683-T1	mRNA	c_be_22_1	1861019	1861897	-	ECH6	putative enoyl-CoA hydratase, mitochondrial		4.2.1.17		PF00378;PF16113	IPR001753 Enoyl-CoA hydratase/isomerase;IPR014748 Enoyl-CoA hydratase, C-terminal;IPR018376 Enoyl-CoA hydratase/isomerase, conserved site;IPR029045 ClpP/crotonase-like domain superfamily	ENOG503NTZK	I:(I) Lipid transport and metabolism	GO_function: GO:0003824 - catalytic activity [Evidence IEA]						
H9P43_000684	H9P43_000684-T1	mRNA	c_be_22_1	1862319	1863039	+	ERP1	emp24p/erv25p- protein				PF01105	IPR009038 GOLD domain;IPR015720 Transmembrane emp24 domain-containing protein	ENOG503NVYE	U:(U) Intracellular trafficking, secretion, and vesicular transport		SignalP(1-23,cutsite=VQA-LH,prob=0.9041)					
H9P43_000685	H9P43_000685-T1	mRNA	c_be_22_1	1863369	1864575	+	DGA1_1	diacylglycerol O-acyltransferase 1		2.3.1.22		PF03982	IPR007130 Diacylglycerol acyltransferase	ENOG503NX4Z	I:(I) Lipid transport and metabolism	GO_function: GO:0008374 - O-acyltransferase activity [Evidence IEA]						
H9P43_000686	H9P43_000686-T1	mRNA	c_be_22_1	1864990	1867275	+		hypothetical protein					IPR032675 Leucine-rich repeat domain superfamily	ENOG503GFFF	S:(S) Function unknown							
H9P43_000687	H9P43_000687-T1	mRNA	c_be_22_1	1867577	1867976	+		hypothetical protein				PF08571	IPR013880 Yos1-like	ENOG503P6U8	S:(S) Function unknown		SignalP(1-19,cutsite=AIA-IL,prob=0.3177)					
H9P43_000688	H9P43_000688-T1	mRNA	c_be_22_1	1868255	1871471	+	CYM1	Mitochondrial presequence protease				PF00675;PF05193;PF08367	IPR007863 Peptidase M16, C-terminal;IPR011249 Metalloenzyme, LuxS/M16 peptidase-like;IPR011765 Peptidase M16, N-terminal;IPR013578 Peptidase M16C associated	ENOG503NU36	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0046872 - metal ion binding [Evidence IEA];GO_process: GO:0006508 - proteolysis [Evidence IEA]			M16C			
H9P43_000689	H9P43_000689-T1	mRNA	c_be_22_1	1871518	1872745	-		hypothetical protein				PF14769	IPR032727 Flagellar C1a complex subunit C1a-32									
H9P43_000690	H9P43_000690-T1	mRNA	c_be_22_1	1872903	1874119	+		hypothetical protein				PF09745	IPR018612 Nuclear speckle splicing regulatory protein 1, N-terminal	ENOG503NZ9C	S:(S) Function unknown	GO_process: GO:0000381 - regulation of alternative mRNA splicing, via spliceosome [Evidence IEA]						
H9P43_000691	H9P43_000691-T1	mRNA	c_be_22_1	1874177	1875994	-		hypothetical protein														
H9P43_000692	H9P43_000692-T1	mRNA	c_be_22_1	1877587	1878631	+		hypothetical protein						ENOG503Q49A			SignalP(1-18,cutsite=AHG-HM,prob=0.8069)			AA11		
H9P43_000693	H9P43_000693-T1	mRNA	c_be_22_1	1878976	1882076	-		hypothetical protein				PF04615	IPR006709 Small-subunit processome, Utp14	ENOG503NWER	S:(S) Function unknown	GO_component: GO:0032040 - small-subunit processome [Evidence IEA];GO_process: GO:0006364 - rRNA processing [Evidence IEA]						
H9P43_000694	H9P43_000694-T1	mRNA	c_be_22_1	1882667	1885594	+		hypothetical protein				PF00004;PF00158;PF02861;PF07724;PF07728;PF10431;PF17871	IPR001270 ClpA/B family;IPR003593 AAA+ ATPase domain;IPR003959 ATPase, AAA-type, core;IPR004176 Clp,  repeat (R) domain;IPR018368 ClpA/B, conserved site 1;IPR019489 Clp ATPase, C-terminal;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR028299 ClpA/B, conserved site 2;IPR036628 Clp, N-terminal domain superfamily;IPR041546 ClpA/ClpB, AAA lid domain	ENOG503NXN8	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATP hydrolysis activity [Evidence IEA]						
H9P43_000695	H9P43_000695-T1	mRNA	c_be_22_1	1885838	1889619	+	OMA1	metalloendopeptidase				PF00025;PF00071;PF01435;PF08477	IPR001806 Small GTPase;IPR001915 Peptidase M48;IPR005225 Small GTP-binding protein domain;IPR020849 Small GTPase, Ras-type;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR038851 Ras-related protein Rap1	ENOG503NX2W	O:(O) Posttranslational modification, protein turnover, chaperones	GO_component: GO:0016020 - membrane [Evidence IEA];GO_function: GO:0003924 - GTPase activity [Evidence IEA];GO_function: GO:0004222 - metalloendopeptidase activity [Evidence IEA];GO_function: GO:0005525 - GTP binding [Evidence IEA];GO_process: GO:0007165 - signal transduction [Evidence IEA];GO_process: GO:0006508 - proteolysis [Evidence IEA];GO_process: GO:0032486 - Rap protein signal transduction [Evidence IEA]			M48C			
H9P43_000696	H9P43_000696-T1	mRNA	c_be_22_1	1890135	1892510	+	sec1	syntaxin binding protein 1				PF00995	IPR001619 Sec1-like protein;IPR027482 Sec1-like, domain 2;IPR036045 Sec1-like superfamily;IPR043127 Sec1-like, domain 3a;IPR043154 Sec1-like, domain 1	ENOG503NVK8	U:(U) Intracellular trafficking, secretion, and vesicular transport	GO_process: GO:0016192 - vesicle-mediated transport [Evidence IEA]						
H9P43_000697	H9P43_000697-T1	mRNA	c_be_22_1	1892733	1895974	-		hypothetical protein				PF07282	IPR010095 Transposase IS605, OrfB, C-terminal									
H9P43_000698	H9P43_000698-T1	mRNA	c_be_22_1	1897899	1900367	-	CNH1_1	Na+/H+ antiporter				PF00999	IPR006153 Cation/H+ exchanger;IPR038770 Sodium/solute  symporter  superfamily	ENOG503NU9A	P:(P) Inorganic ion transport and metabolism	GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0015299 - solute:proton antiporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA];GO_process: GO:0006812 - cation transport [Evidence IEA]						
H9P43_000699	H9P43_000699-T1	mRNA	c_be_22_1	1901756	1904964	+	BEM3	Rho GTPase activating protein				PF00620	IPR000198 Rho GTPase-activating protein domain;IPR008936 Rho GTPase activation protein	ENOG503NVRI	T:(T) Signal transduction mechanisms	GO_process: GO:0007165 - signal transduction [Evidence IEA]						
H9P43_000700	H9P43_000700-T1	mRNA	c_be_22_1	1905717	1907271	+	CCP1_1	heme peroxidase		1.11.1.5		PF00141	IPR002016 Haem peroxidase;IPR002207 Class I peroxidase;IPR010255 Haem peroxidase superfamily;IPR019793 Peroxidases heam-ligand binding site;IPR019794 Peroxidase, active site;IPR044831 Heme-binding peroxidase Ccp1-like	ENOG503NW1F	E:(E) Amino acid transport and metabolism	GO_function: GO:0020037 - heme binding [Evidence IEA];GO_function: GO:0004601 - peroxidase activity [Evidence IEA];GO_process: GO:0034599 - cellular response to oxidative stress [Evidence IEA];GO_process: GO:0006979 - response to oxidative stress [Evidence IEA]				AA2		
H9P43_000701	H9P43_000701-T1	mRNA	c_be_22_1	1907617	1908820	-		hypothetical protein				PF00800	IPR001086 Prephenate dehydratase;IPR002912 ACT domain;IPR008242 Bifunctional P-protein, chorismate mutase/prephenate dehydratase;IPR018528 Prephenate dehydratase, conserved site;IPR045865 ACT-like domain	ENOG503P5SK	E:(E) Amino acid transport and metabolism	GO_function: GO:0004664 - prephenate dehydratase activity [Evidence IEA];GO_function: GO:0004106 - chorismate mutase activity [Evidence IEA];GO_process: GO:0009094 - L-phenylalanine biosynthetic process [Evidence IEA]						
H9P43_000702	H9P43_000702-T1	mRNA	c_be_22_1	1909000	1909839	-		hypothetical protein				PF04117	IPR007248 Mpv17/PMP22	ENOG503PG3V	S:(S) Function unknown	GO_component: GO:0016021 - integral component of membrane [Evidence IEA]						
H9P43_000703	H9P43_000703-T1	mRNA	c_be_22_1	1910015	1911751	-	HIS7	Histidine biosynthesis bifunctional protein hisB		3.5.4.12		PF00117;PF00977	IPR004651 Histidine biosynthesis, HisF;IPR006062 Histidine biosynthesis protein;IPR010139 Imidazole glycerol phosphate synthase, subunit H;IPR011060 Ribulose-phosphate binding barrel;IPR013785 Aldolase-type TIM barrel;IPR014640 Imidazole glycerol phosphate synthase HisHF;IPR017926 Glutamine amidotransferase;IPR029062 Class I glutamine amidotransferase-like	ENOG503NUBP	E:(E) Amino acid transport and metabolism	GO_function: GO:0016763 - pentosyltransferase activity [Evidence IEA];GO_function: GO:0000107 - imidazoleglycerol-phosphate synthase activity [Evidence IEA];GO_function: GO:0016833 - oxo-acid-lyase activity [Evidence IEA];GO_process: GO:0000105 - histidine biosynthetic process [Evidence IEA]			C26			
H9P43_000704	H9P43_000704-T1	mRNA	c_be_22_1	1912172	1915032	+	BRO1	bck1-like resistance to osmotic shock				PF03097;PF13949	IPR004328 BRO1 domain;IPR025304 ALIX V-shaped domain;IPR038499 BRO1 domain superfamily;IPR045251 Vacuolar protein-sorting protein Bro1-like	ENOG503NUGR	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0005515 - protein binding [Evidence IEA];GO_process: GO:0071985 - multivesicular body sorting pathway [Evidence IEA]						
H9P43_000705	H9P43_000705-T1	mRNA	c_be_22_1	1915487	1917553	+		hypothetical protein					IPR006311 Twin-arginine translocation pathway, signal sequence									
H9P43_000706	H9P43_000706-T1	mRNA	c_be_22_1	1917724	1918203	+		hypothetical protein														
H9P43_000707	H9P43_000707-T1	mRNA	c_be_22_1	1918528	1920202	+		hypothetical protein				PF00406;PF13207	IPR000850 Adenylate kinase/UMP-CMP kinase;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR033690 Adenylate kinase, conserved site	ENOG503PEBK	F:(F) Nucleotide transport and metabolism	GO_function: GO:0019205 - nucleobase-containing compound kinase activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_process: GO:0006139 - nucleobase-containing compound metabolic process [Evidence IEA]						
H9P43_000708	H9P43_000708-T1	mRNA	c_be_22_1	1920417	1922334	+		hypothetical protein				PF00899	IPR000594 THIF-type NAD/FAD binding fold;IPR030667 NEDD8-activating enzyme E1 regulatory subunit APP-BP1;IPR035985 Ubiquitin-activating enzyme;IPR045886 ThiF/MoeB/HesA family	ENOG503NUPG	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0008641 - ubiquitin-like modifier activating enzyme activity [Evidence IEA];GO_function: GO:0019781 - NEDD8 activating enzyme activity [Evidence IEA];GO_process: GO:0045116 - protein neddylation [Evidence IEA]						
H9P43_000709	H9P43_000709-T1	mRNA	c_be_22_1	1922498	1925949	-		hypothetical protein														
H9P43_000710	H9P43_000710-T1	mRNA	c_be_22_1	1926824	1928200	-		hypothetical protein		3.1.30.1			IPR003154 S1/P1 nuclease;IPR008947 Phospholipase C/P1 nuclease domain superfamily	ENOG502QRXU	S:(S) Function unknown	GO_function: GO:0004519 - endonuclease activity [Evidence IEA];GO_function: GO:0003676 - nucleic acid binding [Evidence IEA];GO_function: GO:0016788 - hydrolase activity, acting on ester bonds [Evidence IEA];GO_process: GO:0006308 - DNA catabolic process [Evidence IEA]	SignalP(1-19,cutsite=ANA-WG,prob=0.6620)					
H9P43_000711	H9P43_000711-T1	mRNA	c_be_22_1	1928933	1929790	-		hypothetical protein		3.1.30.1		PF02265	IPR003154 S1/P1 nuclease;IPR008947 Phospholipase C/P1 nuclease domain superfamily	ENOG502QRXU	S:(S) Function unknown	GO_function: GO:0004519 - endonuclease activity [Evidence IEA];GO_function: GO:0003676 - nucleic acid binding [Evidence IEA];GO_function: GO:0016788 - hydrolase activity, acting on ester bonds [Evidence IEA];GO_process: GO:0006308 - DNA catabolic process [Evidence IEA]	SignalP(1-23,cutsite=ANA-WG,prob=0.7111)					
H9P43_000712	H9P43_000712-T1	mRNA	c_be_22_1	1930995	1932639	-	TAD3	tRNA-specific adenosine deaminase subunit tad3				PF00383	IPR002125 Cytidine and deoxycytidylate deaminase domain;IPR016193 Cytidine deaminase-like	ENOG503NW8T	A:(A) RNA processing and modification	GO_function: GO:0003824 - catalytic activity [Evidence IEA]						
H9P43_000713	H9P43_000713-T1	mRNA	c_be_22_1	1933112	1934532	-		hypothetical protein					IPR026859 Myosin-binding domain			GO_function: GO:0017022 - myosin binding [Evidence IEA]						
H9P43_000714	H9P43_000714-T1	mRNA	c_be_22_1	1934721	1935406	+		hypothetical protein					IPR028978 Chorismate pyruvate-lyase/UbiC transcription regulator-associated domain superfamily	ENOG503P8H0								
H9P43_000715	H9P43_000715-T1	mRNA	c_be_22_1	1935497	1939327	-	ROM2	RHO1 GDP-GTP exchange protein 2				PF00610;PF00621;PF00780;PF15405	IPR000219 Dbl homology (DH) domain;IPR000591 DEP domain;IPR001180 Citron homology (CNH) domain;IPR001849 Pleckstrin homology domain;IPR011993 PH-like domain superfamily;IPR035899 Dbl homology (DH) domain superfamily;IPR036388 Winged helix-like DNA-binding domain superfamily;IPR036390 Winged helix DNA-binding domain superfamily;IPR041675 Pleckstrin homology domain 5	ENOG503NU13	T:(T) Signal transduction mechanisms	GO_function: GO:0005085 - guanyl-nucleotide exchange factor activity [Evidence IEA];GO_process: GO:0035556 - intracellular signal transduction [Evidence IEA]						
