Seq. Name	Seq. Description	Seq. Length	#Hits	min. eValue	mean Similarity	#GOs	GOs	Enzyme Codes	InterProScan
Be3_717	hypothetical protein AOL_s00080g118	1622	5	1.28574E-70	45.0%	1	F:protein binding		IPR000008; IPR008973; IPR018029; G3DSA:2.60.40.150 (GENE3D), PTHR10774 (PANTHER), PTHR10774:SF15 (PANTHER), tmhmm (TMHMM)	
Be3_718	---NA---	1621	0			0	-		no IPS match	
Be3_719	---NA---	1621	0			0	-		PTHR14465 (PANTHER), PTHR14465:SF0 (PANTHER)	
Be3_720	extracellular ligand-binding receptor	1621	5	2.84634E-37	45.2%	2	P:cellular protein modification process; F:phosphoprotein phosphatase activity		IPR000340; IPR000387; IPR020422; IPR024950; G3DSA:3.40.50.2300 (GENE3D), G3DSA:3.90.190.10 (GENE3D), PF13458 (PFAM), tmhmm (TMHMM), SSF52799 (SUPERFAMILY), SSF53822 (SUPERFAMILY)	
Be3_721	probable proline-trna ligase	1621	5	0.0	77.6%	8	F:nucleotide binding; C:cytoplasm; F:catalytic activity; P:nucleobase-containing compound metabolic process; P:translation; ; F:hydrolase activity; C:cell		IPR002314; IPR002316; IPR003439; IPR003593; IPR004154; IPR004499; IPR006195; IPR013032; IPR013525; IPR016061; IPR017449; IPR017871; G3DSA:3.30.930.10 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR11451 (PANTHER), tmhmm (TMHMM), SSF52540 (SUPERFAMILY), SSF55681 (SUPERFAMILY)	
Be3_722	domain-containing protein	1620	5	1.06233E-20	45.6%	5	F:kinase activity; P:phosphorylation; F:transferase activity; F:phosphotransferase activity, alcohol group as acceptor; F:ketohexokinase activity		IPR002173; IPR011611; G3DSA:3.40.1190.20 (GENE3D), PTHR10584 (PANTHER), PTHR10584:SF21 (PANTHER), SSF53613 (SUPERFAMILY)	
Be3_723	pre-mrna-processing atp-dependent rna helicase prp5	1620	5	0.0	83.6%	3	F:nucleic acid binding; F:nucleotide binding; F:hydrolase activity	-	IPR000629; IPR001650; IPR011545; IPR014001; IPR014014; G3DSA:3.40.50.300 (GENE3D), PTHR24031 (PANTHER), PTHR24031:SF25 (PANTHER), SSF52540 (SUPERFAMILY)	
Be3_724	chitin synthase	1619	5	9.84451E-89	71.6%	1	F:transferase activity, transferring hexosyl groups		IPR004835; PTHR22914 (PANTHER), tmhmm (TMHMM), SSF53448 (SUPERFAMILY)	
Be3_725	---NA---	1619	0			0	-		no IPS match	
Be3_726	---NA---	1618	0			0	-		no IPS match	
Be3_727	---NA---	1617	0			3	F:enzyme regulator activity; C:intracellular; P:signal transduction		IPR001936; IPR008936	
Be3_728	probable ubiquitin-specific processing protease 21	1617	5	0.0	58.0%	6	F:hydrolase activity; P:protein metabolic process; P:catabolic process; F:protein binding; F:nucleotide binding; P:cellular protein modification process	-	IPR001394; IPR002083; IPR008030; IPR008974; IPR016040; IPR018200; G3DSA:2.20.210.10 (GENE3D), G3DSA:2.60.210.10 (GENE3D), PTHR24006 (PANTHER), PTHR24006:SF89 (PANTHER), SSF51735 (SUPERFAMILY), SSF54001 (SUPERFAMILY)	
Be3_729	sphingosine-1-phosphate lyase 1-like	1616	5	4.47679E-171	70.4%	4	F:protein binding; F:catalytic activity; P:metabolic process; F:binding	-	IPR001680; IPR002129; IPR015421; IPR015422; IPR015424; IPR015943; IPR017986; IPR019775; PTHR11999 (PANTHER), PTHR11999:SF5 (PANTHER)	
Be3_730	dna mismatch repair-related protein	1614	5	2.95886E-35	68.0%	4	F:nucleotide binding; P:response to stress; P:DNA metabolic process; F:DNA binding		IPR000432; G3DSA:3.40.50.300 (GENE3D), G3DSA:3.90.210.10 (GENE3D), PTHR11361 (PANTHER), SSF52540 (SUPERFAMILY)	
Be3_731	amp-activated protein kinase alpha subunit	1614	5	1.08298E-137	71.2%	4	F:nucleotide binding; P:cellular protein modification process; F:protein kinase activity; 	-	IPR000719; IPR001245; IPR001772; IPR002290; IPR008271; IPR011009; IPR017441; IPR020635; G3DSA:1.10.510.10 (GENE3D), G3DSA:3.30.200.20 (GENE3D), G3DSA:3.30.310.80 (GENE3D), PTHR24343 (PANTHER)	
Be3_732	npr2 protein	1612	1	1.05236E-22	45.0%	9	P:intracellular signal transduction; F:transporter activity; F:protein kinase activity; P:cyclic nucleotide biosynthetic process; P:transport; P:protein phosphorylation; F:ATP binding; F:phosphorus-oxygen lyase activity; F:binding		G3DSA:3.40.190.10 (GENE3D), tmhmm (TMHMM), SSF53850 (SUPERFAMILY)	
Be3_733	dna polymerase alpha catalytic subunit	1611	5	0.0	59.0%	8	F:nucleotide binding; F:DNA binding; F:transferase activity; P:biosynthetic process; P:DNA metabolic process; F:binding; C:protein complex; C:intracellular		IPR004578; IPR006133; IPR006134; IPR006172; IPR012337; IPR015088; IPR017964; IPR023211; IPR024647; G3DSA:1.10.287.690 (GENE3D), G3DSA:3.30.420.10 (GENE3D), PTHR10322 (PANTHER), PTHR10322:SF3 (PANTHER), SSF56672 (SUPERFAMILY)	
Be3_734	---NA---	1610	0			2	P:protein metabolic process; P:catabolic process		IPR001232; IPR011333; IPR016072	
Be3_735	---NA---	1609	0			0	-		no IPS match	
Be3_736	oxysterol-binding protein	1609	5	1.26837E-69	61.8%	3	P:biosynthetic process; P:nucleobase-containing compound metabolic process; F:catalytic activity		IPR000648; IPR001054; IPR018297; PTHR11920 (PANTHER), PTHR11920:SF10 (PANTHER), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM), SSF144000 (SUPERFAMILY)	
Be3_737	PREDICTED: hypothetical protein LOC100706638	1607	1	2.85149E-13	37.0%	0	-		no IPS match	
Be3_738	f-actin capping protein alpha subunit	1606	5	3.51297E-65	60.6%	4	F:actin binding; C:cytoskeleton; C:protein complex; P:cytoskeleton organization		IPR002189; IPR017865; PTHR10653:SF0 (PANTHER), SSF90096 (SUPERFAMILY)	
Be3_739	protein farnesyltransferase geranylgeranyltransferase type-1 subunit partial	1606	5	1.54351E-30	46.6%	3	F:transferase activity; P:biosynthetic process; P:cellular protein modification process		IPR002088; G3DSA:1.25.40.120 (GENE3D), PTHR11129 (PANTHER), PTHR11129:SF1 (PANTHER), SSF48439 (SUPERFAMILY)	
Be3_740	---NA---	1604	0			0	-		PTHR14359 (PANTHER), PTHR14359:SF5 (PANTHER)	
Be3_741	endoplasmic reticulum metallopeptidase 1	1603	5	3.96912E-73	53.6%	3	P:protein metabolic process; P:catabolic process; F:peptidase activity	-	IPR007484; G3DSA:3.40.630.10 (GENE3D), PTHR12147 (PANTHER), PTHR12147:SF6 (PANTHER), tmhmm (TMHMM), SSF53187 (SUPERFAMILY)	
Be3_742	transmembrane protein	1602	5	5.6302E-23	49.8%	3	P:ion transport; F:transporter activity; P:transport		IPR003445; PTHR31064 (PANTHER), PTHR31064:SF0 (PANTHER), tmhmm (TMHMM)	
Be3_743	p-loop containing nucleoside triphosphate hydrolase protein	1601	5	0.0	80.0%	5	F:nucleotide binding; F:protein binding; F:binding; F:hydrolase activity; F:RNA binding		IPR001650; IPR001841; IPR002464; IPR003029; IPR007502; IPR011545; IPR011709; IPR012340; IPR013083; IPR014001; IPR022967; G3DSA:3.40.50.300 (GENE3D), PTHR18934 (PANTHER), PF13923 (PFAM), SSF52540 (SUPERFAMILY), SSF57850 (SUPERFAMILY)	
Be3_744	cytohesin 4	1601	5	7.96595E-15	49.6%	3	F:enzyme regulator activity; P:signal transduction; P:biological_process		IPR000904; IPR023394; G3DSA:1.10.220.20 (GENE3D), PTHR10663 (PANTHER)	
Be3_745	wd repeat-containing protein 66-like	1601	5	5.11905E-83	44.6%	4	F:transferase activity; ; F:protein binding; P:lipid metabolic process		IPR000101; IPR001680; IPR015943; IPR017986; SSF56235 (SUPERFAMILY), SSF82171 (SUPERFAMILY)	
Be3_746	hypothetical protein BATDEDRAFT_24182	1600	5	3.46077E-24	51.8%	3	F:hydrolase activity; P:catabolic process; P:lipid metabolic process		IPR002921; G3DSA:3.40.50.1820 (GENE3D), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM), SSF53474 (SUPERFAMILY)	
Be3_747	tpa: muskelin intracellular mediator containing kelch motifs	1599	5	3.13697E-67	54.0%	1	F:protein binding		IPR006594; IPR010565; IPR015915; PTHR15526 (PANTHER), PTHR15526:SF5 (PANTHER), PF13415 (PFAM), SignalP-NN(euk) (SIGNALP), SSF117281 (SUPERFAMILY)	
Be3_748	multidrug resistance protein 1 isoform 1	1599	5	0.0	56.6%	12	P:reproduction; P:multicellular organismal development; F:protein binding; P:regulation of biological process; P:cell death; P:response to external stimulus; P:transport; P:biological_process; P:response to stress; F:hydrolase activity; F:nucleotide binding; C:cell	(3.6) Acting on acid anhydrides	IPR001140; IPR003439; IPR003593; IPR011527; IPR017871; IPR017940; G3DSA:1.20.1560.10 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR24221 (PANTHER), PTHR24221:SF24 (PANTHER), tmhmm (TMHMM), SSF52540 (SUPERFAMILY)	
Be3_749	aqualysin 1	1598	5	8.64575E-41	50.6%	3	F:peptidase activity; P:protein metabolic process; P:catabolic process		IPR000209; IPR015500; IPR023827; IPR023828; G3DSA:3.30.70.80 (GENE3D), PTHR10795:SF156 (PANTHER)	
Be3_750	bir-domain-containing protein	1597	5	8.84149E-39	57.0%	1	C:intracellular		IPR001370; PTHR10044 (PANTHER), PTHR10044:SF12 (PANTHER), SSF57924 (SUPERFAMILY)	
Be3_751	camp partial	1596	5	4.1711E-77	60.8%	8	C:cell; C:cytosol; F:hydrolase activity; C:cytoplasm; P:nucleobase-containing compound metabolic process; P:catabolic process; C:nucleus; P:signal transduction	-	IPR002073; IPR023088; IPR023174; PTHR11347 (PANTHER), tmhmm (TMHMM), SSF109604 (SUPERFAMILY)	
Be3_752	gtp binding protein 4	1595	5	0.0	74.4%	4	F:nucleotide binding; F:nuclease activity; C:cell; P:transport		IPR006073; IPR006086; IPR010674; IPR011701; IPR012973; IPR016196; G3DSA:1.20.1250.20 (GENE3D), G3DSA:3.40.50.1010 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR11702 (PANTHER), PTHR11702:SF4 (PANTHER), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM), SSF52540 (SUPERFAMILY), SSF88723 (SUPERFAMILY)	
Be3_753	p-loop containing nucleoside triphosphate hydrolase protein	1595	5	1.9973E-52	47.8%	4	P:response to stress; P:DNA metabolic process; C:chromosome; C:protein complex		IPR003395; IPR027131; G3DSA:3.40.50.300 (GENE3D), PTHR19306 (PANTHER), SSF52540 (SUPERFAMILY)	
Be3_754	exocyst complex component sec15	1595	5	1.32506E-142	54.2%	6	F:nucleic acid binding; F:transferase activity; P:metabolic process; C:protein complex; C:cytoplasm; P:transport		IPR002052; IPR007225; IPR022533; G3DSA:3.40.50.150 (GENE3D), PF13659 (PFAM), SSF53335 (SUPERFAMILY)	
Be3_755	---NA---	1592	0			0	-		no IPS match	
Be3_756	---NA---	1591	0			0	-		PTHR24761 (PANTHER), PTHR24761:SF3 (PANTHER), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM)	
Be3_757	---NA---	1591	0			0	-		no IPS match	
Be3_758	delta-5 desaturase	1591	5	1.52995E-176	72.0%	6	F:catalytic activity; P:metabolic process; P:biosynthetic process; P:lipid metabolic process; C:cell; F:binding	-	IPR001199; IPR005804; IPR018506; PTHR19353 (PANTHER), PTHR19353:SF7 (PANTHER), tmhmm (TMHMM)	
Be3_759	predicted protein	1589	5	1.65994E-80	50.8%	1	F:binding		IPR016024; IPR026829; PTHR10663 (PANTHER), PF12783 (PFAM)	
Be3_760	dna polymerase epsilon catalytic subunit a	1589	5	0.0	78.6%	9	F:transferase activity; P:biosynthetic process; P:DNA metabolic process; F:DNA binding; C:nucleus; F:binding; F:nucleotide binding; C:protein complex; C:intracellular	(2.7) Transferring phosphorous-containing groups	IPR006133; IPR006134; IPR006172; IPR012337; G3DSA:3.30.420.10 (GENE3D), PTHR10670 (PANTHER), PTHR10670:SF0 (PANTHER), SSF56672 (SUPERFAMILY)	
Be3_761	---NA---	1587	0			0	-		IPR001828; G3DSA:3.40.50.2300 (GENE3D), PTHR24867 (PANTHER), SSF53822 (SUPERFAMILY)	
Be3_762	serine threonine-protein kinase atr-like partial	1587	5	3.42964E-121	56.4%	9	F:protein binding; C:nuclear chromosome; P:biological_process; F:protein kinase activity; P:cellular protein modification process; P:signal transduction; P:response to stress; P:cell cycle; P:DNA metabolic process	-	IPR000403; IPR003152; IPR011009; IPR018936; G3DSA:3.30.1010.10 (GENE3D), PTHR11139 (PANTHER), PTHR11139:SF6 (PANTHER)	
Be3_763	---NA---	1586	0			0	-		no IPS match	
Be3_764	atp-dependent rna helicase dhx8	1586	5	0.0	78.6%	5	F:RNA binding; F:nucleotide binding; F:hydrolase activity; F:protein binding; F:binding	-	IPR001650; IPR001841; IPR002464; IPR003029; IPR007502; IPR011545; IPR011709; IPR012340; IPR013083; IPR014001; IPR022967; G3DSA:3.40.50.300 (GENE3D), PTHR18934 (PANTHER), PF13923 (PFAM), SSF52540 (SUPERFAMILY), SSF57850 (SUPERFAMILY)	
Be3_765	dead deah box dna helicase	1585	5	3.28119E-120	58.0%	4	F:nucleic acid binding; F:nucleotide binding; P:transport; F:hydrolase activity		IPR001650; IPR011012; IPR011545; IPR014001; IPR022775; G3DSA:3.30.450.60 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR11752 (PANTHER), PTHR11752:SF15 (PANTHER), SSF52540 (SUPERFAMILY)	
Be3_766	low quality protein: coiled-coil domain-containing protein partial	1584	5	1.46888E-131	43.6%	1	F:structural molecule activity		IPR000535; IPR008962; PTHR10270 (PANTHER), PTHR10270:SF140 (PANTHER)	
Be3_767	glycogenin-2 isoform 2	1584	5	1.2257E-50	71.6%	1	F:transferase activity, transferring glycosyl groups		IPR002495; G3DSA:3.90.550.10 (GENE3D), PTHR11183 (PANTHER), SignalP-NN(euk) (SIGNALP), SSF53448 (SUPERFAMILY)	
Be3_768	ras opposite	1583	5	2.41681E-130	57.4%	11	P:transport; F:nucleotide binding; P:signal transduction; F:peptidase activity; P:protein metabolic process; P:catabolic process; C:cell; C:intracellular; P:protein transport; F:hydrolase activity; P:nucleobase-containing compound metabolic process		IPR001619; IPR001806; IPR001915; IPR003578; IPR003579; IPR005225; IPR020849; G3DSA:1.25.40.60 (GENE3D), G3DSA:3.30.2010.10 (GENE3D), G3DSA:3.40.50.1910 (GENE3D), G3DSA:3.40.50.2060 (GENE3D), G3DSA:3.40.50.300 (GENE3D), G3DSA:3.90.830.10 (GENE3D), PTHR11679:SF7 (PANTHER), tmhmm (TMHMM), SSF52540 (SUPERFAMILY)	
Be3_769	atp-dependent bile acid permease	1582	5	0.0	50.8%	4	F:nucleotide binding; C:cell; P:transport; F:hydrolase activity		IPR001140; IPR003439; IPR003593; IPR011527; IPR017871; IPR017940; G3DSA:1.20.1560.10 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR24223 (PANTHER), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM), SSF52540 (SUPERFAMILY)	
Be3_770	ras opposite	1582	5	4.45303E-130	57.4%	11	P:transport; F:nucleotide binding; P:signal transduction; F:peptidase activity; P:protein metabolic process; P:catabolic process; C:cell; F:hydrolase activity; P:nucleobase-containing compound metabolic process; P:protein transport; C:intracellular		IPR001619; IPR001806; IPR001915; IPR002041; IPR003578; IPR003579; IPR005225; IPR020849; G3DSA:1.25.40.60 (GENE3D), G3DSA:3.30.2010.10 (GENE3D), G3DSA:3.40.50.1910 (GENE3D), G3DSA:3.40.50.2060 (GENE3D), G3DSA:3.40.50.300 (GENE3D), G3DSA:3.90.830.10 (GENE3D), PTHR11679:SF7 (PANTHER), tmhmm (TMHMM), SSF52540 (SUPERFAMILY)	
Be3_771	plp-dependent transferase	1580	5	1.32547E-127	67.2%	3	F:catalytic activity; P:biosynthetic process; F:binding	-	IPR004838; IPR004839; IPR015421; IPR015422; IPR015424; IPR016197; PTHR11751 (PANTHER), PTHR11751:SF39 (PANTHER)	
Be3_772	lish domain-containing protein armc9	1577	5	1.18863E-25	56.8%	4	P:transport; F:transporter activity; C:cell; F:binding		IPR002293; IPR011989; IPR016024; PTHR11785:SF72 (PANTHER), PF13520 (PFAM), tmhmm (TMHMM)	
Be3_773	---NA---	1577	0			0	-		no IPS match	
Be3_774	tyrosinase family protein	1575	5	1.31305E-54	45.2%	2	P:metabolic process; F:catalytic activity		IPR002227; IPR008922; PTHR11474 (PANTHER)	
Be3_775	permease (major facilitator superfamily)	1574	5	5.42934E-39	47.6%	3	F:binding; C:cell; P:transport		IPR004181; IPR011701; IPR013083; IPR016196; IPR020846; G3DSA:1.20.1250.20 (GENE3D), PTHR24003 (PANTHER), PF11789 (PFAM), tmhmm (TMHMM), SSF57850 (SUPERFAMILY)	
Be3_776	---NA---	1574	0			0	-		no IPS match	
Be3_777	---NA---	1573	0			0	-		no IPS match	
Be3_778	---NA---	1573	0			0	-		no IPS match	
Be3_779	---NA---	1572	0			0	-		G3DSA:3.80.10.10 (GENE3D), PTHR14359 (PANTHER), PTHR14359:SF5 (PANTHER), SSF52047 (SUPERFAMILY)	
Be3_780	hypothetical protein BATDEDRAFT_27979	1571	5	0.0	73.4%	3	F:catalytic activity; P:metabolic process; F:binding		IPR007859; IPR017896; G3DSA:3.30.9.10 (GENE3D), G3DSA:3.50.50.60 (GENE3D), PTHR10617 (PANTHER), PTHR10617:SF1 (PANTHER), SSF51905 (SUPERFAMILY), SSF54373 (SUPERFAMILY), SSF54862 (SUPERFAMILY)	
Be3_781	---NA---	1571	0			0	-		no IPS match	
Be3_782	leukotriene a4 hydrolase	1570	5	1.39761E-150	68.4%	12	C:cytosol; F:binding; P:biosynthetic process; P:lipid metabolic process; C:nucleolus; P:catabolic process; F:peptidase activity; F:hydrolase activity; F:protein binding; P:metabolic process; P:biological_process; P:protein metabolic process	(3.4) Acting on peptide bonds (peptide hydrolases); (3.3) Acting on ether bonds; (3.3) Acting on ether bonds	IPR001930; IPR014782; G3DSA:1.10.390.10 (GENE3D), PTHR11533:SF4 (PANTHER), SSF55486 (SUPERFAMILY), SSF63737 (SUPERFAMILY)	
Be3_783	duf890 domain containing protein	1570	5	5.6165E-23	58.2%	7	F:transferase activity; F:catalytic activity; P:biosynthetic process; P:carbohydrate metabolic process; F:nucleotide binding; F:binding; 		IPR010286; IPR011095; IPR011761; IPR013816; G3DSA:3.40.50.150 (GENE3D), PTHR13393:SF0 (PANTHER), SSF53335 (SUPERFAMILY), SSF56059 (SUPERFAMILY)	
Be3_784	multidrug resistance protein 1	1569	5	0.0	52.6%	6	F:protein kinase activity; F:nucleotide binding; P:cellular protein modification process; C:cell; P:transport; F:hydrolase activity	-	IPR000719; IPR001140; IPR001245; IPR003439; IPR003593; IPR011009; IPR011527; IPR017871; IPR017940; G3DSA:1.10.510.10 (GENE3D), G3DSA:1.20.1560.10 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR24221 (PANTHER), PTHR24221:SF24 (PANTHER), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM), SSF52540 (SUPERFAMILY)	
Be3_785	gtp binding protein	1567	5	2.61044E-113	83.4%	2	F:nucleotide binding; P:cell cycle		IPR000038; IPR002885; G3DSA:3.40.50.300 (GENE3D), PTHR18884:SF41 (PANTHER), SignalP-NN(euk) (SIGNALP), SSF52540 (SUPERFAMILY)	
Be3_786	hypothetical protein CGB_C1180W	1567	5	2.72921E-67	77.8%	0	-		IPR007177; IPR007209; IPR022968; PTHR20426:SF0 (PANTHER), tmhmm (TMHMM)	
Be3_787	---NA---	1566	0			2	F:protein binding; F:binding		IPR001841; IPR017907; SSF57850 (SUPERFAMILY)	
Be3_788	predicted protein	1566	1	9.66067E-15	46.0%	0	-		G3DSA:3.80.10.10 (GENE3D), PTHR14359 (PANTHER), PTHR14359:SF5 (PANTHER), PF13516 (PFAM), SSF52047 (SUPERFAMILY)	
Be3_789	---NA---	1565	0			0	-		no IPS match	
Be3_790	---NA---	1565	0			0	-		tmhmm (TMHMM)	
Be3_791	---NA---	1563	0			1	F:protein binding		IPR017986	
Be3_792	intraflagellar transport protein 140 homolog	1560	5	3.01018E-94	52.6%	1	F:protein binding		IPR011044; IPR011990; IPR015943; IPR016024; IPR017986; PTHR15722 (PANTHER), PTHR15722:SF7 (PANTHER)	
Be3_793	hypothetical protein AOL_s00081g294	1560	5	3.72628E-101	48.6%	2	F:catalytic activity; F:protein binding	-	IPR000608; IPR001810; IPR007306; IPR016135; G3DSA:2.60.60.30 (GENE3D), PTHR31811 (PANTHER), PTHR31811:SF0 (PANTHER), SM00212 (SMART)	
Be3_794	---NA---	1560	0			0	-		no IPS match	
Be3_795	---NA---	1560	0			4	F:nucleic acid binding; F:nuclease activity; P:regulation of biological process; P:nucleobase-containing compound metabolic process		IPR002156; IPR012337; G3DSA:3.30.420.10 (GENE3D)	
Be3_796	chitin synthase 8	1559	5	0.0	66.4%	1	F:binding		IPR001199; IPR004835; G3DSA:3.90.550.10 (GENE3D), PTHR22914 (PANTHER), tmhmm (TMHMM), SSF53448 (SUPERFAMILY)	
Be3_797	canalicular multispecific organic anion transporter 1-like	1558	5	9.28532E-164	48.2%	4	F:nucleotide binding; C:cell; P:transport; F:hydrolase activity		IPR001140; IPR003439; IPR003593; IPR011527; IPR017871; IPR017940; G3DSA:1.20.1560.10 (GENE3D), G3DSA:3.40.50.300 (GENE3D), PTHR24223 (PANTHER), tmhmm (TMHMM), SSF52540 (SUPERFAMILY)	
Be3_798	---NA---	1558	0			0	-		tmhmm (TMHMM)	
Be3_799	tripeptidyl-peptidase 2	1558	5	0.0	55.2%	3	F:peptidase activity; P:protein metabolic process; P:catabolic process		IPR000209; IPR015500; IPR022229; IPR023828; PTHR10795:SF2 (PANTHER), SignalP-NN(euk) (SIGNALP)	
Be3_800	---NA---	1557	0			0	-		no IPS match	
Be3_801	translation inhibitor endoribonuclease	1556	5	1.22009E-47	82.2%	0	-		IPR006056; IPR006175; IPR013813; IPR019897; tmhmm (TMHMM)	
Be3_802	chitin synthase d	1556	5	6.86272E-51	52.8%	1	F:transferase activity, transferring hexosyl groups		IPR004835; IPR009071; G3DSA:3.90.550.10 (GENE3D), PTHR22914 (PANTHER), PTHR22914:SF0 (PANTHER), SignalP-NN(euk) (SIGNALP), tmhmm (TMHMM), SSF53448 (SUPERFAMILY)	
Be3_803	---NA---	1554	0			0	-		no IPS match	
Be3_804	adenylate guanylate cyclase	1553	5	1.22328E-122	47.6%	3	P:biosynthetic process; P:nucleobase-containing compound metabolic process; F:catalytic activity		IPR001054; PTHR16305 (PANTHER)	
Be3_805	set domain-containing protein	1553	5	3.03902E-30	49.6%	1	F:protein binding		IPR001214; G3DSA:2.170.270.10 (GENE3D), PTHR22884 (PANTHER), PTHR22884:SF36 (PANTHER), SSF82199 (SUPERFAMILY)	
Be3_806	---NA---	1552	0			0	-		no IPS match	
Be3_807	nad dependent steroid dehydrogenase-like	1552	5	3.59972E-72	58.2%	5	F:catalytic activity; P:biosynthetic process; P:lipid metabolic process; P:metabolic process; F:nucleotide binding		IPR002225; IPR011989; IPR016024; IPR016040; PTHR10366 (PANTHER), PTHR10366:SF20 (PANTHER), tmhmm (TMHMM), SSF51735 (SUPERFAMILY)	
Be3_808	npr2 protein	1551	5	6.22723E-35	52.2%	6	F:protein binding; F:transporter activity; P:transport; F:receptor activity; P:signal transduction; C:cell		IPR001870; IPR003877; IPR007210; IPR008985; IPR017978; IPR018355; G3DSA:3.40.190.10 (GENE3D), PTHR12864 (PANTHER), tmhmm (TMHMM), SSF53850 (SUPERFAMILY)	
Be3_809	---NA---	1550	0			0	-		SSF52540 (SUPERFAMILY)	
Be3_810	protein bud31 homolog	1549	5	7.10337E-62	81.2%	7	P:regulation of biological process; ; F:sequence-specific DNA binding transcription factor activity; C:nucleoplasm; C:protein complex; F:binding; F:DNA binding	-	IPR001222; IPR001748; IPR003617; IPR003618; IPR017890; IPR017923; IPR018230; G3DSA:2.20.25.10 (GENE3D), SSF57783 (SUPERFAMILY)	
