SeqName	Hit-Desc	GO-Group	GO-ID	Term
Be3_690	hypothetical protein BATDEDRAFT_34848	F	GO:0008233	peptidase activity
Be3_690	hypothetical protein BATDEDRAFT_34848	P	GO:0006810	transport
Be3_691	hypothetical protein BATDEDRAFT_24182	F	GO:0016787	hydrolase activity
Be3_691	hypothetical protein BATDEDRAFT_24182	P	GO:0009056	catabolic process
Be3_691	hypothetical protein BATDEDRAFT_24182	P	GO:0006629	lipid metabolic process
Be3_692	protein transporter sec24	C	GO:0005623	cell
Be3_692	protein transporter sec24	P	GO:0006810	transport
Be3_692	protein transporter sec24	P	GO:0006811	ion transport
Be3_692	protein transporter sec24	F	GO:0005215	transporter activity
Be3_692	protein transporter sec24	P	GO:0015031	protein transport
Be3_692	protein transporter sec24	F	GO:0005488	binding
Be3_692	protein transporter sec24	C	GO:0016023	cytoplasmic membrane-bounded vesicle
Be3_692	protein transporter sec24	C	GO:0005794	Golgi apparatus
Be3_692	protein transporter sec24	C	GO:0043234	protein complex
Be3_692	protein transporter sec24	P	GO:0008150	biological_process
Be3_693	chitin binding protein	F	GO:0030246	carbohydrate binding
Be3_693	chitin binding protein	P	GO:0005975	carbohydrate metabolic process
Be3_693	chitin binding protein	F	GO:0003824	catalytic activity
Be3_695	p-type atpase (p-atpase) superfamily	P	GO:0006811	ion transport
Be3_695	p-type atpase (p-atpase) superfamily	C	GO:0005623	cell
Be3_695	p-type atpase (p-atpase) superfamily	F	GO:0016787	hydrolase activity
Be3_695	p-type atpase (p-atpase) superfamily	F	GO:0005215	transporter activity
Be3_696	presenilin family protein	F	GO:0008233	peptidase activity
Be3_696	presenilin family protein	C	GO:0005623	cell
Be3_696	presenilin family protein	F	GO:0005488	binding
Be3_697	excision repair cross-complementing rodent repair complementation group isoform cra_b	F	GO:0005515	protein binding
Be3_697	excision repair cross-complementing rodent repair complementation group isoform cra_b	F	GO:0016787	hydrolase activity
Be3_697	excision repair cross-complementing rodent repair complementation group isoform cra_b	C	GO:0005634	nucleus
Be3_697	excision repair cross-complementing rodent repair complementation group isoform cra_b	P	GO:0006950	response to stress
Be3_697	excision repair cross-complementing rodent repair complementation group isoform cra_b	P	GO:0009056	catabolic process
Be3_697	excision repair cross-complementing rodent repair complementation group isoform cra_b	P	GO:0006259	DNA metabolic process
Be3_697	excision repair cross-complementing rodent repair complementation group isoform cra_b	F	GO:0003677	DNA binding
Be3_697	excision repair cross-complementing rodent repair complementation group isoform cra_b	P	GO:0006996	organelle organization
Be3_699	pas domain s-box family protein	F	GO:0004871	signal transducer activity
Be3_699	pas domain s-box family protein	P	GO:0007165	signal transduction
Be3_701	delta-5 desaturase	F	GO:0003824	catalytic activity
Be3_701	delta-5 desaturase	P	GO:0008152	metabolic process
Be3_701	delta-5 desaturase	P	GO:0009058	biosynthetic process
Be3_701	delta-5 desaturase	P	GO:0006629	lipid metabolic process
Be3_701	delta-5 desaturase	C	GO:0005623	cell
Be3_701	delta-5 desaturase	F	GO:0005488	binding
Be3_702	chitin synthase 8	F	GO:0005488	binding
Be3_703	duf1253 domain-containing protein	F	GO:0005488	binding
Be3_703	duf1253 domain-containing protein	P	GO:0006629	lipid metabolic process
Be3_703	duf1253 domain-containing protein	C	GO:0005634	nucleus
Be3_703	duf1253 domain-containing protein	P	GO:0008152	metabolic process
Be3_704	---NA---	F	GO:0005515	protein binding
Be3_704	---NA---	F	GO:0004872	receptor activity
Be3_704	---NA---	P	GO:0007165	signal transduction
Be3_704	---NA---	C	GO:0005623	cell
Be3_705	hypothetical protein RO3G_15276	C	GO:0005634	nucleus
Be3_705	hypothetical protein RO3G_15276	P	GO:0006259	DNA metabolic process
Be3_705	hypothetical protein RO3G_15276	F	GO:0008233	peptidase activity
Be3_705	hypothetical protein RO3G_15276	P	GO:0019538	protein metabolic process
Be3_705	hypothetical protein RO3G_15276	P	GO:0009056	catabolic process
Be3_705	hypothetical protein RO3G_15276	F	GO:0003676	nucleic acid binding
Be3_706	---NA---	F	GO:0005515	protein binding
Be3_707	hypothetical protein BATDEDRAFT_35245	F	GO:0003774	motor activity
Be3_707	hypothetical protein BATDEDRAFT_35245	F	GO:0000166	nucleotide binding
Be3_707	hypothetical protein BATDEDRAFT_35245	C	GO:0005856	cytoskeleton
Be3_707	hypothetical protein BATDEDRAFT_35245	C	GO:0043234	protein complex
Be3_707	hypothetical protein BATDEDRAFT_35245	P	GO:0008150	biological_process
Be3_708	probable got1-membrane protein required for er to golgi transport	P	GO:0006810	transport
Be3_708	probable got1-membrane protein required for er to golgi transport	F	GO:0005515	protein binding
Be3_708	probable got1-membrane protein required for er to golgi transport	F	GO:0005488	binding
Be3_708	probable got1-membrane protein required for er to golgi transport	F	GO:0000166	nucleotide binding
Be3_709	serine threonineprotein kinase snf1-like protein	F	GO:0004871	signal transducer activity
Be3_709	serine threonineprotein kinase snf1-like protein	P	GO:0007165	signal transduction
Be3_713	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	F	GO:0003824	catalytic activity
Be3_713	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	P	GO:0006091	generation of precursor metabolites and energy
Be3_713	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	P	GO:0009056	catabolic process
Be3_713	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	F	GO:0005488	binding
Be3_713	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	N	GO:0006519	
Be3_713	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	C	GO:0005622	intracellular
Be3_713	oxoglutarate dehydrogenase (succinyl-transferring) e1 component	C	GO:0043234	protein complex
Be3_714	---NA---	F	GO:0005515	protein binding
Be3_717	hypothetical protein AOL_s00080g118	F	GO:0005515	protein binding
Be3_720	extracellular ligand-binding receptor	P	GO:0006464	cellular protein modification process
Be3_720	extracellular ligand-binding receptor	F	GO:0004721	phosphoprotein phosphatase activity
Be3_721	probable proline-trna ligase	F	GO:0000166	nucleotide binding
Be3_721	probable proline-trna ligase	C	GO:0005737	cytoplasm
Be3_721	probable proline-trna ligase	F	GO:0003824	catalytic activity
Be3_721	probable proline-trna ligase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_721	probable proline-trna ligase	P	GO:0006412	translation
Be3_721	probable proline-trna ligase	N	GO:0006519	
Be3_721	probable proline-trna ligase	F	GO:0016787	hydrolase activity
Be3_721	probable proline-trna ligase	C	GO:0005623	cell
Be3_723	pre-mrna-processing atp-dependent rna helicase prp5	F	GO:0003676	nucleic acid binding
Be3_723	pre-mrna-processing atp-dependent rna helicase prp5	F	GO:0000166	nucleotide binding
Be3_723	pre-mrna-processing atp-dependent rna helicase prp5	F	GO:0016787	hydrolase activity
Be3_727	---NA---	F	GO:0030234	enzyme regulator activity
Be3_727	---NA---	C	GO:0005622	intracellular
Be3_727	---NA---	P	GO:0007165	signal transduction
Be3_728	probable ubiquitin-specific processing protease 21	F	GO:0016787	hydrolase activity
Be3_728	probable ubiquitin-specific processing protease 21	P	GO:0019538	protein metabolic process
Be3_728	probable ubiquitin-specific processing protease 21	P	GO:0009056	catabolic process
Be3_728	probable ubiquitin-specific processing protease 21	F	GO:0005515	protein binding
Be3_728	probable ubiquitin-specific processing protease 21	F	GO:0000166	nucleotide binding
Be3_728	probable ubiquitin-specific processing protease 21	P	GO:0006464	cellular protein modification process
Be3_729	sphingosine-1-phosphate lyase 1-like	F	GO:0005515	protein binding
Be3_729	sphingosine-1-phosphate lyase 1-like	F	GO:0003824	catalytic activity
Be3_729	sphingosine-1-phosphate lyase 1-like	P	GO:0008152	metabolic process
Be3_729	sphingosine-1-phosphate lyase 1-like	F	GO:0005488	binding
Be3_730	dna mismatch repair-related protein	F	GO:0000166	nucleotide binding
Be3_730	dna mismatch repair-related protein	P	GO:0006950	response to stress
Be3_730	dna mismatch repair-related protein	P	GO:0006259	DNA metabolic process
Be3_730	dna mismatch repair-related protein	F	GO:0003677	DNA binding
Be3_731	amp-activated protein kinase alpha subunit	F	GO:0000166	nucleotide binding
Be3_731	amp-activated protein kinase alpha subunit	P	GO:0006464	cellular protein modification process
Be3_731	amp-activated protein kinase alpha subunit	F	GO:0004672	protein kinase activity
Be3_731	amp-activated protein kinase alpha subunit	N	GO:0006519	
Be3_733	dna polymerase alpha catalytic subunit	F	GO:0000166	nucleotide binding
Be3_733	dna polymerase alpha catalytic subunit	F	GO:0003677	DNA binding
Be3_733	dna polymerase alpha catalytic subunit	F	GO:0016740	transferase activity
Be3_733	dna polymerase alpha catalytic subunit	P	GO:0009058	biosynthetic process
Be3_733	dna polymerase alpha catalytic subunit	P	GO:0006259	DNA metabolic process
Be3_733	dna polymerase alpha catalytic subunit	F	GO:0005488	binding
Be3_733	dna polymerase alpha catalytic subunit	C	GO:0043234	protein complex
Be3_733	dna polymerase alpha catalytic subunit	C	GO:0005622	intracellular
Be3_734	---NA---	P	GO:0019538	protein metabolic process
Be3_734	---NA---	P	GO:0009056	catabolic process
Be3_736	oxysterol-binding protein	P	GO:0009058	biosynthetic process
Be3_736	oxysterol-binding protein	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_736	oxysterol-binding protein	F	GO:0003824	catalytic activity
Be3_738	f-actin capping protein alpha subunit	F	GO:0003779	actin binding
Be3_738	f-actin capping protein alpha subunit	C	GO:0005856	cytoskeleton
Be3_738	f-actin capping protein alpha subunit	C	GO:0043234	protein complex
Be3_738	f-actin capping protein alpha subunit	P	GO:0007010	cytoskeleton organization
Be3_739	protein farnesyltransferase geranylgeranyltransferase type-1 subunit partial	F	GO:0016740	transferase activity
Be3_739	protein farnesyltransferase geranylgeranyltransferase type-1 subunit partial	P	GO:0009058	biosynthetic process
Be3_739	protein farnesyltransferase geranylgeranyltransferase type-1 subunit partial	P	GO:0006464	cellular protein modification process
Be3_741	endoplasmic reticulum metallopeptidase 1	P	GO:0019538	protein metabolic process
Be3_741	endoplasmic reticulum metallopeptidase 1	P	GO:0009056	catabolic process
Be3_741	endoplasmic reticulum metallopeptidase 1	F	GO:0008233	peptidase activity
Be3_742	transmembrane protein	P	GO:0006811	ion transport
Be3_742	transmembrane protein	F	GO:0005215	transporter activity
Be3_742	transmembrane protein	P	GO:0006810	transport
Be3_743	p-loop containing nucleoside triphosphate hydrolase protein	F	GO:0000166	nucleotide binding
Be3_743	p-loop containing nucleoside triphosphate hydrolase protein	F	GO:0005515	protein binding
Be3_743	p-loop containing nucleoside triphosphate hydrolase protein	F	GO:0005488	binding
Be3_743	p-loop containing nucleoside triphosphate hydrolase protein	F	GO:0016787	hydrolase activity
Be3_743	p-loop containing nucleoside triphosphate hydrolase protein	F	GO:0003723	RNA binding
Be3_744	cytohesin 4	F	GO:0030234	enzyme regulator activity
Be3_744	cytohesin 4	P	GO:0007165	signal transduction
Be3_744	cytohesin 4	P	GO:0008150	biological_process
Be3_745	wd repeat-containing protein 66-like	F	GO:0016740	transferase activity
Be3_745	wd repeat-containing protein 66-like	N	GO:0006519	
Be3_745	wd repeat-containing protein 66-like	F	GO:0005515	protein binding
Be3_745	wd repeat-containing protein 66-like	P	GO:0006629	lipid metabolic process
Be3_746	hypothetical protein BATDEDRAFT_24182	F	GO:0016787	hydrolase activity
Be3_746	hypothetical protein BATDEDRAFT_24182	P	GO:0009056	catabolic process
Be3_746	hypothetical protein BATDEDRAFT_24182	P	GO:0006629	lipid metabolic process
Be3_747	tpa: muskelin intracellular mediator containing kelch motifs	F	GO:0005515	protein binding
Be3_748	multidrug resistance protein 1 isoform 1	P	GO:0000003	reproduction
Be3_748	multidrug resistance protein 1 isoform 1	P	GO:0007275	multicellular organismal development
Be3_748	multidrug resistance protein 1 isoform 1	F	GO:0005515	protein binding
Be3_748	multidrug resistance protein 1 isoform 1	P	GO:0050789	regulation of biological process
Be3_748	multidrug resistance protein 1 isoform 1	P	GO:0008219	cell death
Be3_748	multidrug resistance protein 1 isoform 1	P	GO:0009605	response to external stimulus
Be3_748	multidrug resistance protein 1 isoform 1	P	GO:0006810	transport
Be3_748	multidrug resistance protein 1 isoform 1	P	GO:0008150	biological_process
Be3_748	multidrug resistance protein 1 isoform 1	P	GO:0006950	response to stress
Be3_748	multidrug resistance protein 1 isoform 1	F	GO:0016787	hydrolase activity
Be3_748	multidrug resistance protein 1 isoform 1	F	GO:0000166	nucleotide binding
Be3_748	multidrug resistance protein 1 isoform 1	C	GO:0005623	cell
Be3_749	aqualysin 1	F	GO:0008233	peptidase activity
Be3_749	aqualysin 1	P	GO:0019538	protein metabolic process
Be3_749	aqualysin 1	P	GO:0009056	catabolic process
Be3_750	bir-domain-containing protein	C	GO:0005622	intracellular
Be3_751	camp partial	C	GO:0005623	cell
Be3_751	camp partial	C	GO:0005829	cytosol
Be3_751	camp partial	F	GO:0016787	hydrolase activity
Be3_751	camp partial	C	GO:0005737	cytoplasm
Be3_751	camp partial	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_751	camp partial	P	GO:0009056	catabolic process
Be3_751	camp partial	C	GO:0005634	nucleus
Be3_751	camp partial	P	GO:0007165	signal transduction
Be3_752	gtp binding protein 4	F	GO:0000166	nucleotide binding
Be3_752	gtp binding protein 4	F	GO:0004518	nuclease activity
Be3_752	gtp binding protein 4	C	GO:0005623	cell
Be3_752	gtp binding protein 4	P	GO:0006810	transport
Be3_753	p-loop containing nucleoside triphosphate hydrolase protein	P	GO:0006950	response to stress
Be3_753	p-loop containing nucleoside triphosphate hydrolase protein	P	GO:0006259	DNA metabolic process
Be3_753	p-loop containing nucleoside triphosphate hydrolase protein	C	GO:0005694	chromosome
Be3_753	p-loop containing nucleoside triphosphate hydrolase protein	C	GO:0043234	protein complex
Be3_754	exocyst complex component sec15	F	GO:0003676	nucleic acid binding
Be3_754	exocyst complex component sec15	F	GO:0016740	transferase activity
Be3_754	exocyst complex component sec15	P	GO:0008152	metabolic process
Be3_754	exocyst complex component sec15	C	GO:0043234	protein complex
Be3_754	exocyst complex component sec15	C	GO:0005737	cytoplasm
Be3_754	exocyst complex component sec15	P	GO:0006810	transport
Be3_758	delta-5 desaturase	F	GO:0003824	catalytic activity
Be3_758	delta-5 desaturase	P	GO:0008152	metabolic process
Be3_758	delta-5 desaturase	P	GO:0009058	biosynthetic process
Be3_758	delta-5 desaturase	P	GO:0006629	lipid metabolic process
Be3_758	delta-5 desaturase	C	GO:0005623	cell
Be3_758	delta-5 desaturase	F	GO:0005488	binding
Be3_759	predicted protein	F	GO:0005488	binding
Be3_760	dna polymerase epsilon catalytic subunit a	F	GO:0016740	transferase activity
Be3_760	dna polymerase epsilon catalytic subunit a	P	GO:0009058	biosynthetic process
Be3_760	dna polymerase epsilon catalytic subunit a	P	GO:0006259	DNA metabolic process
Be3_760	dna polymerase epsilon catalytic subunit a	F	GO:0003677	DNA binding
Be3_760	dna polymerase epsilon catalytic subunit a	C	GO:0005634	nucleus
Be3_760	dna polymerase epsilon catalytic subunit a	F	GO:0005488	binding
Be3_760	dna polymerase epsilon catalytic subunit a	F	GO:0000166	nucleotide binding
Be3_760	dna polymerase epsilon catalytic subunit a	C	GO:0043234	protein complex
Be3_760	dna polymerase epsilon catalytic subunit a	C	GO:0005622	intracellular
Be3_762	serine threonine-protein kinase atr-like partial	F	GO:0005515	protein binding
Be3_762	serine threonine-protein kinase atr-like partial	C	GO:0000228	nuclear chromosome
Be3_762	serine threonine-protein kinase atr-like partial	P	GO:0008150	biological_process
Be3_762	serine threonine-protein kinase atr-like partial	F	GO:0004672	protein kinase activity
Be3_762	serine threonine-protein kinase atr-like partial	P	GO:0006464	cellular protein modification process
Be3_762	serine threonine-protein kinase atr-like partial	P	GO:0007165	signal transduction
Be3_762	serine threonine-protein kinase atr-like partial	P	GO:0006950	response to stress
Be3_762	serine threonine-protein kinase atr-like partial	P	GO:0007049	cell cycle
Be3_762	serine threonine-protein kinase atr-like partial	P	GO:0006259	DNA metabolic process
Be3_764	atp-dependent rna helicase dhx8	F	GO:0003723	RNA binding
Be3_764	atp-dependent rna helicase dhx8	F	GO:0000166	nucleotide binding
Be3_764	atp-dependent rna helicase dhx8	F	GO:0016787	hydrolase activity
Be3_764	atp-dependent rna helicase dhx8	F	GO:0005515	protein binding
Be3_764	atp-dependent rna helicase dhx8	F	GO:0005488	binding
Be3_765	dead deah box dna helicase	F	GO:0003676	nucleic acid binding
Be3_765	dead deah box dna helicase	F	GO:0000166	nucleotide binding
Be3_765	dead deah box dna helicase	P	GO:0006810	transport
Be3_765	dead deah box dna helicase	F	GO:0016787	hydrolase activity
